SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy,PricePerBrick
28954,30328,0,Duplo,,2019,Town Rescue - {Random Bag},,,,,,,https://images.brickset.com/sets/images/30328-0.jpg,22,29,#DIV/0!
28981,30328,4,Duplo,,2019,Town Rescue - Cat,,,,,,,https://images.brickset.com/sets/images/30328-4.jpg,22,21,#DIV/0!
28575,88008,1,Powered Up,,2019,Motor,,,14.99,16.99,19.99,16.99,https://images.brickset.com/sets/images/88008-1.jpg,22,133,#DIV/0!
29521,40328,1,Promotional,Monthly Mini Model Build,2019,Racing Car,,,,,,,https://images.brickset.com/sets/images/40328-1.jpg,21,46,#DIV/0!
29090,853880,1,Gear,Plush,2019,Lucy Plush,,,21.99,24.99,29.99,24.99,https://images.brickset.com/sets/images/853880-1.jpg,21,22,#DIV/0!
29168,853960,1,Gear,Key Chains/Brick,2019,2x6 Key Chain,,,,,,,https://images.brickset.com/sets/images/853960-1.jpg,21,31,#DIV/0!
28982,30328,5,Duplo,,2019,Town Rescue - Policewoman,,,,,,,https://images.brickset.com/sets/images/30328-5.jpg,20,17,#DIV/0!
29326,3850072,1,Miscellaneous,Pick A Model,2019,Butterfly,,,,,,,https://images.brickset.com/sets/images/3850072-1.jpg,20,38,#DIV/0!
29145,5005763,1,Gear,Lights,2019,Unikitty Torch,,,,19.99,19.99,,https://images.brickset.com/sets/images/5005763-1.jpg,20,36,#DIV/0!
29330,BEIJING,2,BrickHeadz,Promotional,2019,Beijing Brickheadz,,,,,,,https://images.brickset.com/sets/images/BEIJING-2.jpg,20,94,#DIV/0!
29011,853873,1,Gear,Role-Play toys,2019,Lucy Hair,,,3.99,4.99,6.99,4.99,https://images.brickset.com/sets/images/853873-1.jpg,19,17,#DIV/0!
29114,5005740,1,Gear,Lights,2019,Emmet Key Light,,,9.99,,,12.99,https://images.brickset.com/sets/images/5005740-1.jpg,19,15,#DIV/0!
29115,5005741,1,Gear,Lights,2019,Unikitty Key Light,,,9.99,,,12.99,https://images.brickset.com/sets/images/5005741-1.jpg,19,38,#DIV/0!
29101,5005698,1,Gear,Watches/Clocks,2019,Emmet Alarm Clock,,,24.99,29.99,29.99,29.99,https://images.brickset.com/sets/images/5005698-1.jpg,18,39,#DIV/0!
29310,853920,1,Gear,Housewares,2019,LEGO DUPLO Tableware,,,13.49,14.99,18.99,14.99,https://images.brickset.com/sets/images/853920-1.jpg,16,14,#DIV/0!
28976,853955,1,Gear,Key Chains,2019,Aurora Keyring,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853955-1.jpg,16,17,#DIV/0!
29012,853963,1,Gear,Role-Play toys,2019,TLM2 Stop Sign Shield,,,13.99,,,15.99,https://images.brickset.com/sets/images/853963-1.jpg,16,77,#DIV/0!
29306,4000034,1,Miscellaneous,LEGO Inside Tour Exclusive,2019,LEGO System House,,,,,,,https://images.brickset.com/sets/images/4000034-1.jpg,16,234,#DIV/0!
29222,5005821,1,Gear,Miscellaneous,2019,Yoda Bag Tag,,,,5.99,7.99,,https://images.brickset.com/sets/images/5005821-1.jpg,16,20,#DIV/0!
29063,75245,1,Star Wars,Seasonal,2019,Star Wars Advent Calendar,,,,,,,https://images.brickset.com/sets/images/75245-1.jpg,15,1325,#DIV/0!
29563,40435,1,Miscellaneous,,2019,Plants from Plants,,,,,,,0,14,,#DIV/0!
28573,88006,1,Powered Up,,2019,Boost Hub,,,74.99,79.99,99.99,79.99,https://images.brickset.com/sets/images/88006-1.jpg,14,129,#DIV/0!
29008,853869,1,Gear,Role-Play Toys,2019,Emmet's Construction Worker Vest,,,13.49,14.99,18.99,14.99,https://images.brickset.com/sets/images/853869-1.jpg,14,34,#DIV/0!
29018,ISBN0241357594,1,Books,Dorling Kindersley,2019,Star Wars Build Your Own Adventure: Galactic Missions,,,,,,,https://images.brickset.com/sets/images/ISBN0241357594-1.jpg,14,163,#DIV/0!
29547,891953,1,Ninjago,Magazine Gift,2019,Cole,,,,,,,12,13,,#DIV/0!
29109,5005734,1,Gear,Housewares,2019,Emmet Luggage Tag,,,6.99,5.99,7.99,7.99,https://images.brickset.com/sets/images/5005734-1.jpg,13,20,#DIV/0!
29205,5005824,1,Gear,Watches/Clocks,2019,20th Anniversary Darth Vader Link Watch,,,19.99,24.99,33.25,24.99,https://images.brickset.com/sets/images/5005824-1.jpg,13,28,#DIV/0!
29020,ISBN0241363500,1,Books,Dorling Kindersley,2019,Amazing Vehicles,,,,,,,https://images.brickset.com/sets/images/ISBN0241363500-1.jpg,13,69,#DIV/0!
29005,853893,1,Gear,Key Chains,2019,Jay Keyring,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853893-1.jpg,12,17,#DIV/0!
29199,5005827,1,Technic,Virtual Product Collection,2019,Technic Easter Bundle,,,34.97,,,39.97,https://images.brickset.com/sets/images/5005827-1.jpg,12,17,#DIV/0!
29248,PANDA,1,Promotional,LEGO brand stores,2019,Panda,,,,,,,https://images.brickset.com/sets/images/PANDA-1.jpg,12,46,#DIV/0!
29154,BEIJING,1,Promotional,LEGO Brand Store Opening Set,2019,Minifigure box,,,,,,,https://images.brickset.com/sets/images/BEIJING-1.jpg,11,75,#DIV/0!
29391,COLOGNE,1,BrickHeadz,Promotional,2019,Cologne Brickheadz,,,,,,,https://images.brickset.com/sets/images/COLOGNE-1.jpg,11,42,#DIV/0!
29089,853871,1,Gear,Role-Play toys,2019,Flail,,,,9.99,12.99,,https://images.brickset.com/sets/images/853871-1.jpg,10,41,#DIV/0!
29006,853894,1,Gear,Key Chains,2019,Nya Keyring,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853894-1.jpg,10,15,#DIV/0!
29143,5005761,1,Gear,Lights,2019,Boy NiteLite,,,,24.99,24.99,,https://images.brickset.com/sets/images/5005761-1.jpg,10,37,#DIV/0!
29022,ISBN1419734687,1,Books,,2019,New York City Brick by Brick,,,,,,,https://images.brickset.com/sets/images/ISBN1419734687-1.jpg,10,117,#DIV/0!
29520,71025,17,Collectable Minifigures,Series 19,2019,LEGO Minifigures - Series 19 - Complete,,,,,,,https://images.brickset.com/sets/images/71025-17.jpg,9,246,#DIV/0!
29010,853872,1,Gear,Role-Play toys,2019,Emmet Mask,,,8.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/853872-1.jpg,9,16,#DIV/0!
28968,853878,1,Gear,Stationery,2019,TLM2 Notebook,,,11.99,12.99,16.99,12.99,https://images.brickset.com/sets/images/853878-1.jpg,9,17,#DIV/0!
28928,853883,1,Gear,Key Chains/Friends,2019,Olivia Key Chain,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853883-1.jpg,9,12,#DIV/0!
29249,2000456,1,Education,SPIKE Prime,2019,Spike Prime Marketing Kit,,,,,,,https://images.brickset.com/sets/images/2000456 -1.jpg,9,51,#DIV/0!
29141,5005699,1,Gear,Watches/Clocks,2019,Wyldstyle Alarm Clock,,,24.99,29.99,29.99,29.99,https://images.brickset.com/sets/images/5005699-1.jpg,9,17,#DIV/0!
29111,5005736,1,Gear,Housewares,2019,Unikitty Luggage Tag,,,6.99,5.99,7.99,7.99,https://images.brickset.com/sets/images/5005736-1.jpg,9,16,#DIV/0!
29229,5005846,1,Gear,Plush,2019,Unikitty Plush,,,,19.99,19.99,,https://images.brickset.com/sets/images/5005846-1.jpg,9,47,#DIV/0!
29345,43172,1,Disney,,2019,Elsa's Ice Palace,,,64.99,79.99,99.99,69.99,https://images.brickset.com/sets/images/43172-1.jpg,8,99,#DIV/0!
29108,5005733,1,Gear,Housewares,2019,Batman Luggage Tag,,,6.99,5.99,7.99,7.99,https://images.brickset.com/sets/images/5005733-1.jpg,8,16,#DIV/0!
29146,5005765,1,Gear,Housewares,2019,Bag Tag,,,,4.99,5.99,,https://images.brickset.com/sets/images/5005765-1.jpg,8,15,#DIV/0!
29198,5005830,1,City,Virtual Product Collection,2019,City Easter Bundle,,,34.97,,,39.97,https://images.brickset.com/sets/images/5005830-1.jpg,8,40,#DIV/0!
29228,5005844,1,Gear,Plush,2019,Emmet Minifigure Plush,,,,19.99,19.99,,https://images.brickset.com/sets/images/5005844-1.jpg,8,17,#DIV/0!
29388,30624,1,Star Wars,Episode IV,2019,Obi-Wan Kenobi - Collectible Minifigure,,,,,,,https://images.brickset.com/sets/images/30624-1.jpg,7,732,#DIV/0!
28967,853877,1,Gear,Housewares,2019,TLM2 Hydration Bottle,,,11.99,12.99,16.99,12.99,https://images.brickset.com/sets/images/853877-1.jpg,7,20,#DIV/0!
28927,853882,1,Gear,Key Chains/Friends,2019,Stephanie Key Chain,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853882-1.jpg,7,12,#DIV/0!
28965,853886,1,Gear,Phone cases,2019,Friends Phone Cover,,,21.99,,,24.99,https://images.brickset.com/sets/images/853886-1.jpg,7,32,#DIV/0!
29144,5005762,1,Gear,Lights,2019,Girl NiteLite,,,,24.99,24.99,,https://images.brickset.com/sets/images/5005762-1.jpg,7,24,#DIV/0!
29197,5005829,1,Friends,Virtual Product Collection,2019,Friends Easter Bundle,,,34.97,,,39.97,https://images.brickset.com/sets/images/5005829-1.jpg,7,22,#DIV/0!
29227,5005843,1,Gear,,2019,Benny Clip,,,,5.99,7.99,,https://images.brickset.com/sets/images/5005843-1.jpg,7,10,#DIV/0!
29395,853908,1,Gear,Housewares,2019,Drinking cup,,,,,,,https://images.brickset.com/sets/images/853908-1.jpg,6,21,#DIV/0!
29313,2000455,1,Education,FIRST LEGO League Jr.,2019,FIRST LEGO League Jr.  promotional set,,,,,,,https://images.brickset.com/sets/images/2000455-1.jpg,6,44,#DIV/0!
29110,5005735,1,Gear,Housewares,2019,Sweet Mayhem Luggage Tag,,,6.99,5.99,7.99,7.99,https://images.brickset.com/sets/images/5005735-1.jpg,6,11,#DIV/0!
29200,5005828,1,Ninjago,Virtual Product Collection,2019,NINJAGO Easter Bundle,,,34.97,,,39.97,https://images.brickset.com/sets/images/5005828-1.jpg,6,21,#DIV/0!
29225,5005836,1,Gear,,2019,Unikitty Clip,,,,5.99,7.99,,https://images.brickset.com/sets/images/5005836-1.jpg,6,10,#DIV/0!
29367,5005838,1,Gear,Stationery,2019,LEGO Star Wars Notebook with Gel Pen,,,15.99,,,17.99,https://images.brickset.com/sets/images/5005838-1.jpg,6,26,#DIV/0!
29021,ISBN1593279604,1,Books,No Starch Press,2019,Build a LEGO Mustang,,,,,,,https://images.brickset.com/sets/images/ISBN1593279604-1.jpg,6,106,#DIV/0!
28971,5005700,1,Gear,Watches/Clocks,2019,Emmet Minifigure Link Watch,,,19.99,24.99,33.25,24.99,https://images.brickset.com/sets/images/5005700-1.jpg,5,18,#DIV/0!
28972,5005701,1,Gear,Watches/Clocks,2019,Unikitty Buildable Watch with Figure Link,,,19.99,24.99,33.25,24.99,https://images.brickset.com/sets/images/5005701-1.jpg,5,20,#DIV/0!
29282,ELEPHANT,1,Creator,,2019,Elephant,,,,,,,https://images.brickset.com/sets/images/ELEPHANT-1.jpg,5,37,#DIV/0!
29283,FLOWER,1,Creator,,2019,Flower,,,,,,,https://images.brickset.com/sets/images/FLOWER-1.jpg,5,46,#DIV/0!
29371,853891,1,Gear,Housewares,2019,LEGO Friends Ceramic Mug,,,,14.99,18.99,,https://images.brickset.com/sets/images/853891-1.jpg,3,11,#DIV/0!
28969,5005703,1,Gear,Watches/Clocks,2019,Wyldstyle Minifigure Link Watch,,,19.99,24.99,24.99,24.99,https://images.brickset.com/sets/images/5005703-1.jpg,3,12,#DIV/0!
29533,5005926,1,Gear,Bags,2019,Minifigure Drawstring Bag,,,9.99,,,11.99,https://images.brickset.com/sets/images/5005926-1.jpg,3,11,#DIV/0!
29017,ISBN0241381711,1,Books,Dorling Kindersley,2019,Christmas Ideas,,,,,,,https://images.brickset.com/sets/images/ISBN0241381711-1.jpg,3,127,#DIV/0!
29025,ISBN048683235X,1,Books,,2019,"Lego Action Vehicles: Police Helicopter, Fire Truck, Ambulance, and More",,,,,,,https://images.brickset.com/sets/images/ISBN048683235X-1.jpg,3,48,#DIV/0!
29023,ISBN1513262122,1,Books,Graphic Arts Books,2019,Build It! Monsters,,,,,,,https://images.brickset.com/sets/images/ISBN1513262122-1.jpg,3,17,#DIV/0!
29210,45601,1,Technic,Control+,2019,Large Hub,,,,,,,https://images.brickset.com/sets/images/45601-1.jpg,2,116,#DIV/0!
29064,60235,1,City,Seasonal,2019,City Advent Calendar,,,,,,,https://images.brickset.com/sets/images/60235-1.jpg,2,559,#DIV/0!
29505,71025,18,Collectable Minifigures,Series 19,2019,LEGO Minifigures - Series 19 - Sealed Box,,,,,,,https://images.brickset.com/sets/images/71025-18.jpg,2,47,#DIV/0!
29365,853892,1,Gear,Housewares,2019,LEGO Friends Hair Accessory Set,,,8.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/853892-1.jpg,2,6,#DIV/0!
29560,853917,1,Gear,Stationery,2019,Creative Stationery Set,,,14.99,16.99,19.99,16.99,0,2,,#DIV/0!
29226,5005842,1,Gear,,2019,Sweet Mayhem Clip,,,,5.99,7.99,,https://images.brickset.com/sets/images/5005842-1.jpg,2,5,#DIV/0!
29555,5005901,1,Gear,Bags,2019,Lloyd Luggage Tag,,,6.99,,,7.99,0,2,,#DIV/0!
29556,5005902,1,Gear,Stationery,2019,Mechanical Pencil,,,2.99,,,3.99,1,2,,#DIV/0!
29531,5005923,1,Gear,Stationery,2019,Minifigure Pencil Roll,,,6.99,,,7.99,https://images.brickset.com/sets/images/5005923-1.jpg,2,9,#DIV/0!
29532,5005924,1,Gear,Bags,2019,Teen Minifigure Backpack,,,44.99,,,49.99,https://images.brickset.com/sets/images/5005924-1.jpg,2,15,#DIV/0!
29526,5005928,1,Gear,Housewares,2019,Minifigure Lunch Box,,,5.99,,,6.99,https://images.brickset.com/sets/images/5005928-1.jpg,2,13,#DIV/0!
29542,ISBN1091708533,1,Books,,2019,Expanding the LEGO Winter Village,,,,,,,https://images.brickset.com/sets/images/ISBN1091708533-1.jpg,2,53,#DIV/0!
29321,ISBN1092282297,1,Books,,2019,Building Tales with Syd and Friends,,,,,,,https://images.brickset.com/sets/images/ISBN1092282297-1.jpg,2,16,#DIV/0!
29016,ISBN1465485767,1,Books,Dorling Kindersley,2019,The book of Bedtime Builds,,,,,,,https://images.brickset.com/sets/images/ISBN1465485767-1.jpg,2,55,#DIV/0!
29024,ISBN1513262114,1,Books,Graphic Arts Books,2019,Build It! Wild West,,,,,,,https://images.brickset.com/sets/images/ISBN1513262114-1.jpg,2,35,#DIV/0!
29234,PIG,1,Promotional,Toys R Us,2019,Pig,,,,,,,https://images.brickset.com/sets/images/PIG-1.jpg,2,44,#DIV/0!
29065,41382,1,Friends,Seasonal,2019,Friends Advent Calendar,,,,,,,https://images.brickset.com/sets/images/41382-1.jpg,1,183,#DIV/0!
29211,45602,1,Technic,Control+,2019,Large Angular Motor,,,,,,,https://images.brickset.com/sets/images/45602-1.jpg,1,112,#DIV/0!
29503,71025,0,Collectable Minifigures,Series 19,2019,LEGO Minifigures - Series 19 {Random Bag},,,,,,,https://images.brickset.com/sets/images/71025-0.jpg,1,50,#DIV/0!
29368,853876,1,Gear,Housewares,2019,TLM2 Tumbler with Straw,,,6.99,7.99,9.99,7.99,https://images.brickset.com/sets/images/853876-1.jpg,1,10,#DIV/0!
29364,853889,1,Gear,Housewares,2019,Friends Tumbler with Straw,,,6.99,7.99,9.99,7.99,https://images.brickset.com/sets/images/853889-1.jpg,1,8,#DIV/0!
29369,853919,1,Gear,Role-play toys,2019,City Police Vest,,,,14.99,18.99,,https://images.brickset.com/sets/images/853919-1.jpg,1,6,#DIV/0!
29550,5005542,1,Gear,Bags,2019,2x4 Red Luggage Tag,,,6.99,4.99,6.99,7.99,0,1,,#DIV/0!
29552,5005578,1,Gear,Stationery,2019,LEGO Pencils 6 pack,,,2.99,,,3.99,1,1,,#DIV/0!
29147,5005614,1,Gear,Watches/Clocks,2019,Emma Buildable Watch,,,,24.99,24.99,,https://images.brickset.com/sets/images/5005614-1.jpg,1,7,#DIV/0!
29536,5005770,1,Gear,Housewares,2019,Lunch Set Iconic Girl,,,,11.99,15.49,,https://images.brickset.com/sets/images/5005770-1.jpg,1,5,#DIV/0!
29224,5005834,1,Gear,,2019,Emmet Clip,,,,5.99,7.99,,https://images.brickset.com/sets/images/5005834-1.jpg,1,6,#DIV/0!
29525,5005900,1,Gear,Stationery,2019,Minifigure Notebook,,,11.99,,,12.99,https://images.brickset.com/sets/images/5005900-1.jpg,1,9,#DIV/0!
29557,5005903,1,Gear,Bags,2019,2x4 Brick Luggage Tag,,,6.99,,,7.99,1,1,,#DIV/0!
29558,5005927,1,Gear,Bags,2019,Kindergarten Backpack,,,17.99,,,19.99,0,1,,#DIV/0!
29527,5005929,1,Gear,Housewares,2019,NINJAGO Lunch Box,,,5.99,,,6.99,https://images.brickset.com/sets/images/5005929-1.jpg,1,1,#DIV/0!
29366,853901,1,Gear,Housewares,2019,NINJAGO Tumbler with Straw,,,6.99,7.99,9.99,7.99,https://images.brickset.com/sets/images/853901-1.jpg,0,5,#DIV/0!
29551,5005543,1,Gear,Bags,2019,2x4 Blue Luggage Tag,,,6.99,4.99,6.99,7.99,1,0,,#DIV/0!
29559,5005618,1,Gear,Bags,2019,Boy Luggage Tag,,,,5.99,7.99,,0,0,,#DIV/0!
29553,5005705,1,Gear,Lights,2019,Hot Dog Guy Key Light,,,9.99,,,12.99,0,0,,#DIV/0!
29554,5005706,1,Gear,Lights,2019,Banana Guy Key Light,,,9.99,,,12.99,0,0,,#DIV/0!
29498,5005813,1,Gear,Bags,2019,Holographic Brick Backpack,,,,74.99,84.99,,https://images.brickset.com/sets/images/5005813-1.jpg,0,8,#DIV/0!
29530,5005918,1,Gear,Bags,2019,Minifigure Belight Backpack,,,39.99,,,44.99,https://images.brickset.com/sets/images/5005918-1.jpg,0,3,#DIV/0!
29528,5005919,1,Gear,Bags,2019,Friends Belight Backpack,,,39.99,,,44.99,https://images.brickset.com/sets/images/5005919-1.jpg,0,2,#DIV/0!
29534,5005920,1,Gear,Bags,2019,NINJAGO Belight Backpack,,,39.99,,,44.99,https://images.brickset.com/sets/images/5005920-1.jpg,0,2,#DIV/0!
29535,5005921,1,Gear,Stationery,2019,NINJAGO Pencil Roll,,,6.99,,,7.99,https://images.brickset.com/sets/images/5005921-1.jpg,0,4,#DIV/0!
29529,5005922,1,Gear,Stationery,2019,Friends Pencil Roll,,,6.99,,,7.99,https://images.brickset.com/sets/images/5005922-1.jpg,0,2,#DIV/0!
29543,ISBN1070422126,1,Books,,2019,"Expanding the LEGO Winter Village, Volume 2",,,,,,,https://images.brickset.com/sets/images/ISBN1070422126-1.jpg,0,51,#DIV/0!
29541,ISBN1080207961,1,Books,,2019,Building LEGO BrickHeadz Heroes - Volume One: The Unofficial Guide,,,,,,,https://images.brickset.com/sets/images/ISBN1080207961-1.jpg,0,23,#DIV/0!
29544,ISBN1081986611,1,Books,,2019,Building LEGO BrickHeadz Villains- Volume One: The Unofficial Guide ,,,,,,,https://images.brickset.com/sets/images/ISBN1081986611-1.jpg,0,24,#DIV/0!
29540,ISBN1718500165,1,Books,No Starch Press,2019,The LEGO Castle Book: Build Your Own Mini Medieval World,,,,,,,https://images.brickset.com/sets/images/ISBN1718500165-1.jpg,0,32,#DIV/0!
26650,10952,1,Duplo,,2017,{?},,,,,,,4,15,,#DIV/0!
26951,11913,1,Nexo Knights,Miscellaneous,2017,Nexo Knights: Build Your Own Adventure parts ,,,,,,,https://images.brickset.com/sets/images/11913-1.jpg,105,134,#DIV/0!
26937,30324,0,Duplo,,2017,My Town {Random Bag},,,,,,,https://images.brickset.com/sets/images/30324-0.jpg,30,20,#DIV/0!
29549,45498,1,Education,,2017,"Medium storage, 8 pack",,,,,,,https://images.brickset.com/sets/images/45498-1.jpg,1,8,#DIV/0!
26655,71017,0,Collectable Minifigures,The LEGO Batman Movie,2017,LEGO Minifigures - The LEGO Batman Movie Series {Random bag},,,,,,,https://images.brickset.com/sets/images/71017-0.jpg,980,205,#DIV/0!
26870,71017,22,Collectable Minifigures,The LEGO Batman Movie,2017,LEGO Minifigures - The LEGO Batman Movie Series - Sealed Box,,,2.99,3.99,4.99,3.99,277,98,,#DIV/0!
26657,71018,0,Collectable Minifigures,Series 17,2017,LEGO Minifigures - Series 17 {Random bag},,,,,,,https://images.brickset.com/sets/images/71018-0.jpg,610,196,#DIV/0!
27235,71018,18,Collectable Minifigures,Series 17,2017,LEGO Minifigures - Series 17 - Sealed Box,,,2.99,3.99,3.99,3.99,171,58,,#DIV/0!
26656,71019,0,Collectable Minifigures,The LEGO Ninjago Movie,2017,LEGO Minifigures - The LEGO NINJAGO Movie Series - Random bag,,,,,,,https://images.brickset.com/sets/images/71019-0.jpg,586,199,#DIV/0!
27291,71019,22,Collectable Minifigures,The LEGO Ninjago Movie,2017,LEGO Minifigures - The LEGO NINJAGO Movie Series - Sealed Box,,,2.99,3.99,3.99,3.99,https://images.brickset.com/sets/images/71019-22.jpg,209,77,#DIV/0!
27158,241701,1,Elves,Magazine Gift,2017,Mr. Spry and His Lemonade Stand,,,,,,,https://images.brickset.com/sets/images/ELV241701-1.jpg,178,226,#DIV/0!
26997,271712,1,Nexo Knights,Magazine Gift,2017,Clay,1,,,,,,https://images.brickset.com/sets/images/NEX271712-1.jpg,509,133,#DIV/0!
27051,271713,1,Nexo Knights,Magazine Gift,2017,Merlok 2.0,,,,,,,https://images.brickset.com/sets/images/NEX271713-1.jpg,436,172,#DIV/0!
27119,271714,1,Nexo Knights,Magazine Gift,2017,Robin,1,,,,,,https://images.brickset.com/sets/images/NEX271714-1.jpg,505,124,#DIV/0!
27178,271715,1,Nexo Knights,Magazine Gift,2017,Lance's Cart,,,,,,,https://images.brickset.com/sets/images/NEX271715-1.jpg,272,107,#DIV/0!
27194,271716,1,Nexo Knights,Magazine Gift,2017,Gargoyle,1,,,,,,https://images.brickset.com/sets/images/NEX271716-1.jpg,525,129,#DIV/0!
27309,271718,1,Nexo Knights,Magazine Gift,2017,Aaron,1,,,,,,https://images.brickset.com/sets/images/NEX271718-1.jpg,414,92,#DIV/0!
27388,271719,1,Nexo Knights,Magazine Gift,2017,Stomper's Shooter,,,,,,,https://images.brickset.com/sets/images/NEX271719-1.jpg,247,84,#DIV/0!
27605,271721,1,Nexo Knights,Magazine Gift,2017,Clay's Mini Falcon,,,,,,,https://images.brickset.com/sets/images/NEX271721-1.jpg,250,84,#DIV/0!
27688,271722,1,Nexo Knights,Magazine Gift,2017,Stone Giant with Flying Machine,1,,,,,,https://images.brickset.com/sets/images/NEX271722-1.jpg,354,87,#DIV/0!
27824,271723,1,Nexo Knights,Magazine Gift,2017,Hovercraft,,,,,,,https://images.brickset.com/sets/images/NEX271723-1.jpg,213,68,#DIV/0!
26992,561701,1,Friends,Magazine gift,2017,Bear in Cave,,,,,,,https://images.brickset.com/sets/images/FR561701-1.jpg,220,146,#DIV/0!
27053,561702,1,Friends,Magazine gift,2017,Kitten Felix,,,,,,,https://images.brickset.com/sets/images/FR561702-1.jpg,228,131,#DIV/0!
27179,561703,1,Friends,Magazine gift,2017,Fruit Bar,,,,,,,https://images.brickset.com/sets/images/FR561703-1.jpg,217,145,#DIV/0!
27387,561705,1,Friends,Magazine gift,2017,Wardrobe of Future Star ,,,,,,,https://images.brickset.com/sets/images/FR561705-1.jpg,172,95,#DIV/0!
27604,561706,1,Friends,Magazine gift,2017,Home Bakery,,,,,,,https://images.brickset.com/sets/images/FR561706-1.jpg,160,100,#DIV/0!
27868,561801,1,Friends,Magazine gift,2017,Wishing Well with Andrea's Little Bird,,,,,,,https://images.brickset.com/sets/images/FR561801-1.jpg,127,90,#DIV/0!
27036,853632,1,Gear,Key Chains/The LEGO Batman Movie,2017,Batman Key Chain,,,3.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853632-1.jpg,238,90,#DIV/0!
27037,853633,1,Gear,Key Chains/The LEGO Batman Movie,2017,The Joker Key Chain,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853633-1.jpg,208,74,#DIV/0!
27038,853634,1,Gear,Key Chains/The LEGO Batman Movie,2017,Robin Key Chain,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853634-1.jpg,208,79,#DIV/0!
27095,853635,1,Gear,Key Chains/The LEGO Batman Movie,2017,Catwoman Key Chain,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853635-1.jpg,162,60,#DIV/0!
27113,853636,1,Gear,Key Chains/The LEGO Batman Movie,2017,Harley Quinn Key Chain,,,4.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853636-1.jpg,211,74,#DIV/0!
27043,853637,1,Gear,Housewares,2017,Batman Up scaled Mug,,,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/853637-1.jpg,227,182,#DIV/0!
27074,853638,1,Gear,Storage,2017,Batman Minifigure Collector Frame,,,12.99,16.99,21.99,14.99,https://images.brickset.com/sets/images/853638-1.jpg,336,184,#DIV/0!
27081,853639,1,Gear,Housewares,2017, Batman Tumbler,,,6.99,7.99,9.99,7.99,https://images.brickset.com/sets/images/853639-1.jpg,95,36,#DIV/0!
27044,853640,1,Gear,Housewares,2017,Batman 2x2 Lunch Box,,,6.99,,,7.99,https://images.brickset.com/sets/images/853640-1.jpg,37,57,#DIV/0!
27030,853642,1,Gear,Role-Play Toys,2017,Batman Mask,,,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/853642-1.jpg,96,23,#DIV/0!
27031,853644,1,Gear,Role-Play Toys,2017,The Joker Mask,,,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/853644-1.jpg,26,23,#DIV/0!
27032,853645,1,Gear,Role-Play Toys,2017,Batgirl Mask,,,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/853645-1.jpg,24,18,#DIV/0!
27075,853646,1,Gear,Role-Play Toys,2017,Harley Quinn Hammer,,,10.99,12.99,15.99,12.99,https://images.brickset.com/sets/images/853646-1.jpg,20,22,#DIV/0!
27033,853647,1,Gear,Role-Play Toys,2017,Batman Batarang,,,3.49,1.99,2.49,3.99,https://images.brickset.com/sets/images/853647-1.jpg,188,53,#DIV/0!
27088,853648,1,Gear,Bag charms,2017,Roblin Bag Charm,,,4.99,1.24,1.49,4.99,https://images.brickset.com/sets/images/853648-1.jpg,78,20,#DIV/0!
27076,853649,1,Gear,Stationery,2017, Batman Notebook with Stud Cover,,,5.49,12.99,15.99,6.49,https://images.brickset.com/sets/images/853649-1.jpg,180,36,#DIV/0!
27070,853652,1,Gear,Plush,2017,Batman Minifigure Plush,,,10.49,24.99,29.99,12.49,https://images.brickset.com/sets/images/853652-1.jpg,148,64,#DIV/0!
27071,853653,1,Gear,Plush,2017,Batgirl Minifigure Plush,,,20.99,,,24.99,https://images.brickset.com/sets/images/853653-1.jpg,26,45,#DIV/0!
27089,853654,1,Gear,Key Chains/Elves,2017,Aira the Wind Elf Key Chain,,,3.99,4.99,5.99,4.99,https://images.brickset.com/sets/images/853654-1.jpg,24,32,#DIV/0!
27303,853656,1,Gear,,2017,Play mat,,,10.49,24.99,29.99,12.49,https://images.brickset.com/sets/images/853656-1.jpg,195,100,#DIV/0!
27082,853659,1,Gear,Role-Play Toys,2017,City Police Handcuffs,,,6.99,7.99,9.99,7.99,https://images.brickset.com/sets/images/853659-1.jpg,26,23,#DIV/0!
27122,853660,1,Gear,Plush,2017,The Joker Minifigure Plush,,,20.99,,,24.99,https://images.brickset.com/sets/images/853660-1.jpg,41,40,#DIV/0!
